CANCEL REMARK REPORT
LORRY_REQ_NO,SOURCE_CODE,SOURCE_NAME,DESTINATION_CODE,DESTINATION_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,RATE_ENTER_DATE,RANK,CANCEL_REMARK,HIRING_NO,HIRING_AMOUNT,RATE_DELETE_REMARK,DELETE_FLAG_BY,DELETE_FLAG_NAME
9012514000985,901,"COIMBATORE-TAMILNADU",2801,"WAGHOLI - MAHARASTRA",64870001565,"","KARTIK TRAILOR SWERVICE (CBE)","25000",12-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046074","25000","VENDOR DID NOT PICK CALL AND AS PER VENDOR STAFF VEHICLE NOT AVIALBLE ",31928,DEEPAK 
13332514000544,1333,"HISSAR-HARYANA",2821,"RAILWAY STATION - PUNE - MAHARASTRA",64870003127,"","R.G. LOGESTIC  ","94000",15-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515046434","94000","VENDOR BID AFTER TWO DAY OF VEHICLE PLACED",31928,DEEPAK 
30102514000409,3010,"BAWAL-HARYANA",2404,"NASIK GONDE IGATPURI-MAHARASTRA",64870000678,"","Riya Roadlines","43000",12-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046152","44000","AS PER VENDOR BY MISTAKE BID FOR 7  TON BUT REQ FOR 9 TONDEMAND 50000",31928,DEEPAK 
28012514000257,2801,"WAGHOLI - MAHARASTRA",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870003066,"","Chandigarh Bhiwani Roadways","50000",12-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046031","54500","AS PER VENDOR BY MISTAKE BID FOR ONLY CHENNAI 50K BUT REQ FOR BANG+ CHENNAI DEMAND 58000",31928,DEEPAK 
28062514000517,2806,"SANASWADI - MAHARASTRA",525,"NARSAPURA-KARNATAKA",64870002481,"","AGARWAL LOGISTICS ","55900",12-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047304","56000","VENDOR BID 58000 NEXT DAY AFTER VEHICLE PLACED 55900",31928,DEEPAK 
24012514000601,2401,"NASIK-MAHARASTRA",1328,"BINOLA HUB-HARYANA",64870000081,"","Rajneesh freight carriers","73500",12-JAN-26,"L1","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515045990","72500","VEHICLE PLACED IN  LOW RATE OF L1 VENDOR ",31928,DEEPAK 
13102514000706,1311,"NOIDA II-UTTAR PRADESH",1801,"LUCKNOW-UTTAR PRADESH",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","32000",13-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515046281","32000","AS PER VENDOR VEHICLE NOT ALLOWED FOR ENTRY DUE TO VEHIICLE MODEL ISSUE",31928,DEEPAK 
13522514000738,1352,"DADRI-UTTAR PRADESH",1315,"GHAZIABAD-UTTAR PRADESH",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","7000",14-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515046403","7500","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
21172514002035,2117,"MUMBAI HUB-MAHARASTRA",1501,"GOA",64870000364,"","Vidarbha Transport Carriers ","29000",14-JAN-26,"L1","VENDOR BID FOR SINGLE POINT","69292515046586","32000","VENDOR BID FOR SINGLE POINT DENIED FOR TWO POINT LOADING ",31928,DEEPAK 
28552514000213,2803,"RANJANGAON - MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870003066,"","Chandigarh Bhiwani Roadways","34000",14-JAN-26,"L1","VENDOR BID FOR SINGLE POINT","69292515046414","36000","AS PER VENDPR BID FOR SINGLE POINT BUT REQ FOR TWO POINT DEMAND 37000",31928,DEEPAK 
28562514000931,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870003910,"","HARYANA FREIGHT CARRIER ","23500",19-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047253","25000","VENDOR BID AFTER VEHICLE PLACCED",31928,DEEPAK 
61202514002529,4002,"PATNA - BIHAR",1801,"LUCKNOW-UTTAR PRADESH",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","15000",14-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046413","15000","AS PER VENDOR VEHICLE NOT AVIALBLE
",31928,DEEPAK 
28562514000932,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870000364,"","Vidarbha Transport Carriers ","23000",19-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047254","25000","VENDOR BID AFTRT VEHICLE PLACED
",31928,DEEPAK 
28562514000932,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870004819,"","SVL CONTAINER SERVICE ","24000",13-JAN-26,"L2","VENDOR BID AFTER VEHICLE PLACED","69292515047254","25000","VENDOR BID AFTER VEHICLE PLACED VEHICLE ALREADY PLACCED",31928,DEEPAK 
61202514002518,6697,"BHARTI AIRTEL-FARRUK NAGAR",1384,"MASURI DASNA UTTAR PRADESH",64870003317,"TENDER TRUCK PVT LTD","TENDER TRUCK PVT LTD","11500",13-JAN-26,"L1","DRIVER/ VENDOR DENIED FOR LOADING","69292515046219","12000","AS PER VENDOR VEHICLE OWNER DENIED FOR LOADING",31928,DEEPAK 
61202514002518,6697,"BHARTI AIRTEL-FARRUK NAGAR",1384,"MASURI DASNA UTTAR PRADESH",13900000434,"KRISHNA","BABA NAGA TRANSPORT","12000",13-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515046219","12000","",, 
28562514000931,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870004819,"","SVL CONTAINER SERVICE ","24000",13-JAN-26,"L2","VENDOR BID AFTER VEHICLE PLACED","69292515047253","25000","VEHICLE ALREADY VENDOR BID FATER VEHICLE PLACED",31928,DEEPAK 
12022514001738,1205,"SARIGRAM-GUJRAT",1299,"DELHI 107 NO",64870003903,"punia movers","punia movers","35000",14-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046583","44000","AS PER VENDOR BY MISTAKE BID WRONG RATE DEMAND 47000",31928,DEEPAK 
12022514001739,1205,"SARIGRAM-GUJRAT",1299,"DELHI 107 NO",64870003903,"punia movers","punia movers","34000",14-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046581","44000","AS PER VENDOR BY MISTAKE BID WRONG RATE DEMAND 47000",31928,DEEPAK 
13182514000296,1318,"GURGAON-HARYANA",1905,"JAMMU-JAMMU  KASHMIR",13900000366,"","PUNJAB HIMACHAL UTTRANCHAL ROADLINES","48000",16-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515046584","49000","VENDOR BID NEXT DAY AFTER VEHICLCE PLACED",31928,DEEPAK 
13522514000741,1352,"DADRI-UTTAR PRADESH",814,"DANKUNI KOLKATA-WEST BANGAL",13900000936,"QUICK DIGITAL TECHNOLOGIES PVT. LTD.","QUICK DIGITAL TECHNOLOGIES PVT. LTD.","84000",14-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046365","84500","AS PER VENDOR VEHICLE BREAKDOWN",31928,DEEPAK 
13522514000742,1370,"SURAJPUR G.NOIDA",1912,"BATHINDA",13900000366,"","PUNJAB HIMACHAL UTTRANCHAL ROADLINES","15000",15-JAN-26,"L1","VENDOR BID FOR SINGLE POINT","69292515049668","25000","AS PER VENDOR BID FOR SINGLE BUT REQ 6 POINT DELIVERY DEMAND 27000 FOR 6 POINT DLY",31928,DEEPAK 
13932514001128,1393,"KHARKHODA  SONIPAT",1601,"HYDERABAD-TELANGANA",64870004940,"","OM LOGISTICARE","65000",14-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046427","69000","AS PER VENDOR VEHICLE NOT AVAILABLE ",31928,DEEPAK 
17012514001214,1701,"JAIPUR-RAJASTHAN",2501,"NAGPUR",64870004150,"","Azyan Logistics ","62000",14-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515046537","62000","VEHICEL PLACED SAME RATE BECAUSE L1 VENDOR ITHER VEHICELE REACEHD LATE",31928,DEEPAK 
21172514002042,2117,"MUMBAI HUB-MAHARASTRA",2856,"MAHALUNGE TRANSSHIPMENT",64870003827,"PROGRESSIVE LOGISTICS","PROGRESSIVE LOGISTICS","23000",14-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515046590","23000","AS PER VENDOR DRIVER NOT RECEIVED CALL",31928,DEEPAK 
25012514001841,2501,"NAGPUR",2502,"RAIPUR",64870004957,"","Harshal Kakde","15000",14-JAN-26,"L1","OTHER","69292515046915","17500","DUE TO FIX RATE OF THIS ROUTE  STAFF ALREADY PLACED VEHICLE LATER FIX ANOTHER VENDOR RATE SO RATE UPDATE IN REQ",31928,DEEPAK 
25012514001844,2514,"PANDHURNA-M.P",1921,"RAJPURA",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","73500",14-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515046410","73500","VEHICLE PLACED BUTOTHER VENDOR BID SAME RATE LATER",31928,DEEPAK 
28012514000258,2801,"WAGHOLI - MAHARASTRA",319,"SANAND  AHMEDABAD-GUJARAT",64870003910,"","HARYANA FREIGHT CARRIER ","22000",14-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047131","23000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
28412514000012,2841,"PARAGON",3503,"GWALIOR-MADHYA PRADESH",64870001708,"chenakrishan","Arul Kumaran Transports","5000",14-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046611","55000","AS PER VENDOR BY MISTAKE BID WRONG RATR DEMAND 60000APPROX",31928,DEEPAK 
1152514001683,103,"AMBALA HUB-HARYANA",4002,"PATNA - BIHAR",64870004954,"","SUPER TECHNO SOLUTIONS","64000",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046626","71000","VENDOR NOT RESPONSE CALL OR MESSGES",31928,DEEPAK 
13062514001942,1310,"NOIDA I-UTTAR PRADESH",901,"COIMBATORE-TAMILNADU",64870004227,"","AITS EXPRESS CHENNAI","100000",16-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047019","102000","VENDOR DID NOT RESPONSE 
",31928,DEEPAK 
13282514001466,1328,"BINOLA HUB-HARYANA",1601,"HYDERABAD-TELANGANA",64870004940,"","OM LOGISTICARE","64000",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047127","69000","AS PER VEHICLE NOT AVAILABLE",31928,DEEPAK 
13282514001466,1328,"BINOLA HUB-HARYANA",1601,"HYDERABAD-TELANGANA",64870001211,"","Parks logistic","68000",15-JAN-26,"L2","VEHICLE NOT AVAILABLE","69292515047127","69000","AS PER VENDOR HIS RANK K L2 SO PLACED VEHICLE ON ANOTHER PLACED AND L1 VENDOR DENIED FOR VEHICLE NOT AVUALBLE",31928,DEEPAK 
13382514001076,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004951,"","radhey transport companny ","60000",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046560","61000","AS PER VENDOR VEHICLE NOT AVAIALBLE",31928,DEEPAK 
13932514001132,1393,"KHARKHODA  SONIPAT",1601,"HYDERABAD-TELANGANA",64870004940,"","OM LOGISTICARE","65000",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046628","72000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
61202514002539,1601,"HYDERABAD-TELANGANA",511,"BANGLORE HUB-KARNATAKA",21170000457,"NARENDER","LUCKY LOGISTIC TRANSPORT","32000",15-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046733","36000","AS PER VENDOR HE MISUDERSTAND 150 KM SINGLE SIDE BUT LATER VENDOR CONFIRM LOCATION VEHICLE OWNER PLACED VEHICLE ON THER LOAD ALSO STAFF CALL VENDOR WITH 10-15 MINUT",31928,DEEPAK 
25012514001848,2501,"NAGPUR",1338,"HODAL HUB HARYANA",64870004700,"","SHREE BALA JI LOGISTICS","36000",15-JAN-26,"L1","OTHER","69292515046636","36000","BID AFTER VEHICLE PLACED",31928,DEEPAK 
28012514000260,2801,"WAGHOLI - MAHARASTRA",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870003066,"","Chandigarh Bhiwani Roadways","58000",16-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515046591","59500","VENDOR BID NEXT DAY AFTER VEHICLE PLACED",31928,DEEPAK 
28562514000934,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870000364,"","Vidarbha Transport Carriers ","22500",19-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047762","25000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
28562514000934,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870003910,"","HARYANA FREIGHT CARRIER ","23000",19-JAN-26,"L2","VENDOR BID AFTER VEHICLE PLACED","69292515047762","25000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
35082514000404,3508,"DEWAS-MADHYA PRADESH",2832,"PHALTHAN-MAHARASTRA",64870004481,"","Shree Mahakal Roadways ","28000",15-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515046718","28000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
60622514000476,6062,"RAJPURA-AIRTEL GSM",5404,"AMBALA CANTT BC",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","6500",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046575","6000","",, 
21172514002057,2117,"MUMBAI HUB-MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870004955,"","SV Transport ","53000",15-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046697","58000","AS PER VENDOR VEHICLE NOT AVAILABLE THAT TIME",31928,DEEPAK 
12022514001744,1202,"VAPI-GUJARAT",1312,"GREATER NOIDA-UTTAR PRADESH",13900000421,"LALIT KR.","SHREE KISRHNA TAMPO TRNASPORT","43000",16-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515046715","43000","VENDOR NOT RESPONES",31928,DEEPAK 
13092514002120,1349,"MURTHAL-HARYANA",1601,"HYDERABAD-TELANGANA",64870003903,"punia movers","punia movers","68000",17-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047102","75000","VENDOR BID NEXT DAY AFTER VEHICLE OLACED",31928,DEEPAK 
13102514000713,1310,"NOIDA I-UTTAR PRADESH",1709,"JODHPUR-RAJASTHAN",64870000133,"Can Pack Logistics","Can Pack Logistics","34000",17-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047001","39000","VENDOR BID NEXT DAY AFTER VEHCILE PLACED  SAME DAY VEHICLE NOT AVAILABLE",31928,DEEPAK 
28562514000936,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870003910,"","HARYANA FREIGHT CARRIER ","26000",17-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515046762","26000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
13382514001089,1338,"HODAL HUB HARYANA",814,"DANKUNI KOLKATA-WEST BANGAL",13900000048,"MUKESH SHARMA","NEW HARYANA DELHI ROADWAYS","80000",16-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046786","81500","AS PER VENDOR VEHICLE OWNER DEMAND 82000 AFTER BID 80000",31928,DEEPAK 
28552514000216,2856,"MAHALUNGE TRANSSHIPMENT",319,"SANAND  AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","29500",16-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047563","29000","VEHICLE PLACED OF FIX VENDOR",31928,DEEPAK 
13382514001084,1338,"HODAL HUB HARYANA",4002,"PATNA - BIHAR",64870004963,"","Shambhavi Enterprises ","58500",16-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515046638","60000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
21252514000504,2125,"RASYANI-RAIGAD",1607,"ZAHEERABAD-TELANGANA",64870003827,"PROGRESSIVE LOGISTICS","PROGRESSIVE LOGISTICS","29000",18-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515046956","29000","VEHICLE PLACED OF FIX VENDOR",31928,DEEPAK 
22052514000612,2205,"HARIDWAR-UTTRAKHAND",1721,"KESHWANA RAJASTHAN",22050000131,"BABA BANKA ROADLINES","BABA BANKA ROADLINES","13000",17-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515046992","13000","AS PER VENDOR VEHICLE NOT AVIALBEL THAT TIME",31928,DEEPAK 
61202514002557,6697,"BHARTI AIRTEL-FARRUK NAGAR",1114,"TEPLA-PUNJAB",64870004682,"","Sandeep kadyan logistics ","14000",17-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046967","16900","AS PER VENDOR HE HAS RETURN VEHICLE SO BID LLOW RATE AND  STAFF NOT  CALL THI S VENDPE ALSO THE IS VENDOR BID 180000 ON THER REQUEST SAME DAY61202514002558",31928,DEEPAK 
61202514002550,6697,"BHARTI AIRTEL-FARRUK NAGAR",1601,"HYDERABAD-TELANGANA",64870003903,"punia movers","punia movers","67000",19-JAN-26,"L2","VENDOR BID AFTER VEHICLE PLACED","69292515047076","68000","VENDOR BID AFTER VEHICLE PLACED TWO DAY LATER",31928,DEEPAK 
61202514002550,6697,"BHARTI AIRTEL-FARRUK NAGAR",1601,"HYDERABAD-TELANGANA",64870001211,"","Parks logistic","66000",19-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047076","68000","VENDOR BID AFTER VEHICLE PLACED OF TWO DAYS LATER",31928,DEEPAK 
14072514000037,1407,"PATAUDA JHAJJAR - HARYANA",1905,"JAMMU-JAMMU  KASHMIR",64870003406,"DN Logistics","DN Logistics","51000",19-JAN-26,"L1","OTHER","69292515047117","59000","FIRST VEHICLE PLACED 50000 FOR 18 TON OTER VENDOR ALSO BID 51000 FOR 18 TON  BUT CUSTOMER LOAD 21 TON SO RATE INCREASE 59000",31928,DEEPAK 
13522514000755,1352,"DADRI-UTTAR PRADESH",2502,"RAIPUR",25010000003,"VIRENDER SINGH","DELHI HARYANA ROADWAYS","0",18-JAN-26,"L1","VENDOR BID WRONG RATE","69292515046953","54000","VENDOR BID 65000 LATAER MODIFY RATE0",31928,DEEPAK 
11052514000134,1105,"MOHALI-PUNJAB",4001,"DEHRADUN-UTTRAKHAND",13900000366,"","PUNJAB HIMACHAL UTTRANCHAL ROADLINES","11000",19-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515047136","11000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
13232514000696,1323,"BALLABHGARH-HARYANA",1358,"KARNAL-HARYANA",64870000678,"","Riya Roadlines","12000",19-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515049841","14500","AS PER VENDOR BID FOR CLOSED BODY BUT REQUEST FOR OPEN BODY ",31928,DEEPAK 
24012514000620,2401,"NASIK-MAHARASTRA",511,"BANGLORE HUB-KARNATAKA",64870002070,"SANDEEP KUMAR","QUICK CONTAINER SERVICE","61000",20-JAN-26,"L1","OTHER","69292515047180","63000","GPS VEHICLE REQUIRED BUT AS PER VENDOER GPS VEHICLE NOT AVAILABLE",31928,DEEPAK 
13382514001093,1338,"HODAL HUB HARYANA",1602,"KANPUR-UTTAR PRADESH",64870004345,"","Hiteshu freight carrier ","36000",19-JAN-26,"L1","VENDOR BID WRONG RATE","69292515047070","38000","AS PER VENDOR BY MISTAKE BID WRONG RATE ",31928,DEEPAK 
21222514000078,2122,"JASAI MUMBAI-MAHARASTRA",1407,"PATAUDA JHAJJAR - HARYANA",64870000627,"JYOTI ROADWAYS","JYOTI ROADWAYS","39000",19-JAN-26,"L1","VENDOR BID WRONG RATE","69292515047030","43000","AS PER VENDOR BY MISTAKE BID WRONG RATE",31928,DEEPAK 
13282514001478,1328,"BINOLA HUB-HARYANA",1310,"NOIDA I-UTTAR PRADESH",64870003561,"","Gulati Roadways Corporation ","14500",19-JAN-26,"L1","VEHICLE NOT REACHED ON LOADING POINT","69292515047313","17000","AS PER VENDOR VEHICCLE NOT REACHED ON LOADING POINT BECAUSE POD NOT RECEIVED FROM ANOTHER LOCATION",31928,DEEPAK 
3012514000944,301,"AHMEDABAD-GUJARAT",2856,"MAHALUNGE TRANSSHIPMENT",28020000120,"SATBIR","PRATIKSHA FREIGHT CARRIER","34000",20-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047642","35000","VENDOR DID NOT RESONES OD CALL AND MSG",31928,DEEPAK 
13102514000724,1310,"NOIDA I-UTTAR PRADESH",1709,"JODHPUR-RAJASTHAN",64870003766,"","Pragati Containers Service Neemrana ","37000",21-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047528","40000","AS PER VENDOR VEHICLE NOT AVAILBE DUE TO VEHICLE NOT UNLOAD",31928,DEEPAK 
13512514000391,1351,"BAHADURGARH-HARYANA",3011,"CALICUT-KERLA",64870000946,"ADNAN ROADLINE","ADNAN ROADLINE","115000",20-JAN-26,"L1","L2,L3 ETC VENDOR VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR","69292515047330","109000","VEHICLE PROVIDE IN LOW RATE OF L1 VENDOR",31928,DEEPAK 
13522514000758,1352,"DADRI-UTTAR PRADESH",2501,"NAGPUR",64870001671,"","KS Transport Co ","48000",20-JAN-26,"L1","NOT RESPONSE BY VENDOR","69292515047231","56500","VENDOR DID NOT RESPONES OF CALL AND MSG",31928,DEEPAK 
17112514000459,1711,"NEEMRANA-RAJASTHAN",101,"",64870003766,"","Pragati Containers Service Neemrana ","20000",21-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047241","22500","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
17112514000459,1711,"NEEMRANA-RAJASTHAN",101,"",64870003036,"","Shree Rocky Logistics ","20500",20-JAN-26,"L2","VENDOR BID WRONG RATE","69292515047241","22500","AS PER VENDOR BY MISTAKE WRONG RATE DEMAND 23500",31928,DEEPAK 
35082514000407,3508,"DEWAS-MADHYA PRADESH",850,"MALDA WB",64870003282,"","shree vaishnavi roadways","87500",20-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047206","89500","AS PER VENDOR GPS VEHICLE NOT AVIALBLE SO HE PLACED VEHICLE ON ANOTHER AND ",31928,DEEPAK 
21172514002082,2117,"MUMBAI HUB-MAHARASTRA",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","62000",21-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047357","62500","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
21252514000508,2125,"RASYANI-RAIGAD",525,"NARSAPURA-KARNATAKA",64870004955,"","SV Transport ","53000",20-JAN-26,"L1","NOT RESPONSE BY VENDOR","69292515047329","58000","GPS VEHICLE NOT AVAILABLE",31928,DEEPAK 
26052514000397,2605,"PITHAMPUR-DELIVERY",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870004893,"shree  cargo  mover pvt.Ltd","shree  cargo  mover pvt.Ltd","85000",20-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047542","85000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
28032514000773,2803,"RANJANGAON - MAHARASTRA",201,"AURANGABAD WALUJ-MAHARASTRA",28020000244,"SHRI BALAJI TRANSPORT","SHRI BALAJI TRANSPORT","6000",20-JAN-26,"L1","VENDOR BID AFTER VEHICLE PLACED","69292515047223","6000","",, 
28062514000535,2806,"SANASWADI - MAHARASTRA",525,"NARSAPURA-KARNATAKA",64870000927,"sanjay yadav","FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED","55800",20-JAN-26,"L1","OTHER","69292515047238","56000","THAT TIME L1 VENDOR VEHICLE PLACEMENT ON HOLD",31928,DEEPAK 
28062514000535,2806,"SANASWADI - MAHARASTRA",525,"NARSAPURA-KARNATAKA",13900000936,"QUICK DIGITAL TECHNOLOGIES PVT. LTD.","QUICK DIGITAL TECHNOLOGIES PVT. LTD.","56000",20-JAN-26,"L2","OTHER","69292515047238","56000","GPS VEHICLE NOT AVAILABLE",31928,DEEPAK 
21172514002078,2135,"HERBALMMW MAHARASHTRA",301,"AHMEDABAD-GUJARAT",64870004819,"","SVL CONTAINER SERVICE ","16500",20-JAN-26,"L1","OTHER","69292515047414","17400","THIS VENDOR IS BLOCK NOW",31928,DEEPAK 
1152514001708,1921,"RAJPURA",1341,"BAWANA-DELHI",13900001039,"S.K. FREIGHT CARRIER","S.K. FREIGHT CARRIER","7499",21-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047385","7500","VEHICLE PLACEDPFFIXV VENDOR

",31928,DEEPAK 
28562514000943,2856,"MAHALUNGE TRANSSHIPMENT",329,"BECHARAJI",64870004819,"","SVL CONTAINER SERVICE ","24000",21-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047335","26000","THIS IS VENDOR IS BLOCK",31928,DEEPAK 
1152514001716,103,"AMBALA HUB-HARYANA",4002,"PATNA - BIHAR",64870004954,"","SUPER TECHNO SOLUTIONS","64000",21-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047843","66000","AS PER VENDOR VEHICLE NOT AVAILABLE",31928,DEEPAK 
3012514000948,301,"AHMEDABAD-GUJARAT",2856,"MAHALUNGE TRANSSHIPMENT",28020000120,"SATBIR","PRATIKSHA FREIGHT CARRIER","34000",21-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047487","35000","VENDOR DID NOT RESPONED",31928,DEEPAK 
3192514000163,319,"SANAND  AHMEDABAD-GUJARAT",2856,"MAHALUNGE TRANSSHIPMENT",28020000120,"SATBIR","PRATIKSHA FREIGHT CARRIER","32000",21-JAN-26,"L1","VEHICLE NOT AVAILABLE","69292515047639","35000","VENDOR NOT RESPONED",31928,DEEPAK 
5112514002079,508,"PEENYA-KARNATAKA",1312,"GREATER NOIDA-UTTAR PRADESH",64870001709,"","Khushi logistics solutions ","95000",21-JAN-26,"L1","VENDOR BID FOR CLOSE BODY","69292515047494","99000","AS PER VENDOR VENDOR BID FOR CLOSE BODYBUT REQ OPEN BODY",31928,DEEPAK 
9012514001011,901,"COIMBATORE-TAMILNADU",3003,"COCHIN-KERLA",9010000038,"RAJDURAI","LAKSHMI ROADLINES","12000",21-JAN-26,"L1","VEHICLE PLACED OF FIX VENDOR","69292515047411","12000","VENDOR BID AFTER VEHICLE PLACED",31928,DEEPAK 
13092514002158,1409,"BAROTA SONIPAT HARYANA",1614,"GUNTUR-ANDHRA PRADESH",64870000054,"Delhi Madras Road Carriers","Delhi Madras Road Carriers","95900",21-JAN-26,"L1","VEHICLE PLACED SAME RATE","69292515047655","96000","STAFF CHECK RATE LATER ALSO VEHICLE HEIGHT NOT AS PER REQUIREMENT",31928,DEEPAK 
13122514000509,1312,"GREATER NOIDA-UTTAR PRADESH",1001,"CHENNAI SVCHATRAM-TAMILNADU",64870003099,"HARI GOVIND TRANSPORT SERVICE","HARI GOVIND TRANSPORT SERVICE","57000",21-JAN-26,"L1","NOT RESPONSE BY VENDOR","69292515047611","58000","AS PER VENDOR  VEHICLE OWNER NOT REPSOMED",31928,DEEPAK 
