CHALLANGE PRICE REPORT
REQ_ENTER_DATE,RATE_ENTER_DATE,REQUEST_NO,SOURCE_BRANCH,SOURCE_BRANCH_NAME,DESTINATION_BRANCH,DESTINATION_BRANCH_NAME,VENDOR_CODE,VENDOR_OWNER_NAME,VENDOR_TRANSPORT_NAME,VENDOR_BID,CHALLENGE_PRICE,CHALLENGE_FLAG,HIRING_NO,HIRING_AMOUNT,HIRED_VENDOR_CODE,HIRED_VENDOR_OWNER_NAME,HIRED_VENDOR_TRANSPORT_NAME
10-JAN-26,10-JAN-26,12022514001718,1202,VAPI-GUJARAT,301,AHMEDABAD-GUJARAT,64870000767,,Jai Hanuman Transport Corporation,25000,24000,Accept,69292515045708,24000,64870000767,,Jai Hanuman Transport Corporation
10-JAN-26,13-JAN-26,13092514002068,1309,KUNDLI BORDER SONIPAT-HARYANA,103,AMBALA HUB-HARYANA,64870000839,,Delhi jaipur road lines,12000,11500,Accept,69292515046093,11500,64870000839,,Delhi jaipur road lines
10-JAN-26,10-JAN-26,1152514001654,115,AMBALA TRANSHIPMENT HUB,1602,KANPUR-UTTAR PRADESH,64870002845,,SIMNANI ROAD CARRIER,40000,38000,Accept,69292515045941,38000,64870002845,,SIMNANI ROAD CARRIER
11-JAN-26,11-JAN-26,13932514001115,1393,KHARKHODA  SONIPAT,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,15000,13500,Accept,69292515045813,13500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
11-JAN-26,11-JAN-26,13932514001120,1393,KHARKHODA  SONIPAT,1601,HYDERABAD-TELANGANA,64870000133,Can Pack Logistics,Can Pack Logistics,76000,74000,Accept,69292515045971,74000,64870000133,Can Pack Logistics,Can Pack Logistics
11-JAN-26,11-JAN-26,13382514001071,1338,HODAL HUB HARYANA,814,DANKUNI KOLKATA-WEST BANGAL,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,85000,84000,Accept,69292515045864,84000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
11-JAN-26,12-JAN-26,17012514001204,1701,JAIPUR-RAJASTHAN,1709,JODHPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,15000,12500,Accept,69292515045843,12500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
11-JAN-26,11-JAN-26,13382514001068,1338,HODAL HUB HARYANA,4001,DEHRADUN-UTTRAKHAND,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,23000,23000,Accept,69292515045841,23000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
11-JAN-26,11-JAN-26,12022514001726,1202,VAPI-GUJARAT,3301,RUDRAPUR-UTTRAKHAND,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS,98000,92500,Accept,69292515045742,92500,12020000154,PAWAN KUMAR,PAWAN GOODS CARRIERS
11-JAN-26,12-JAN-26,13092514002081,1349,MURTHAL-HARYANA,1609,VIJAYWADA,64870002343,KUSHAL,DS INDIA LOGISTICS,86000,85500,Accept,69292515045883,85500,64870002343,KUSHAL,DS INDIA LOGISTICS
11-JAN-26,12-JAN-26,10032514001835,1001,CHENNAI SVCHATRAM-TAMILNADU,3301,RUDRAPUR-UTTRAKHAND,10030000181, BHUPENDER TANWAR/RAHUL KUMAR,NAVYA CONTAINER SERVICES,106000,105000,Accept,69292515046168,105000,10030000181, BHUPENDER TANWAR/RAHUL KUMAR,NAVYA CONTAINER SERVICES
11-JAN-26,11-JAN-26,13422514000543,1342,JAMALPUR-HARYANA,1920,LUDHIANA HUB,64870004682,,Sandeep kadyan logistics ,23000,23000,Accept,69292515045819,23000,64870004682,,Sandeep kadyan logistics 
11-JAN-26,11-JAN-26,13932514001116,1393,KHARKHODA  SONIPAT,1302,PANIPAT-HARYANA,64870000839,,Delhi jaipur road lines,7500,7500,Accept,69292515045907,7500,64870000839,,Delhi jaipur road lines
11-JAN-26,11-JAN-26,13522514000732,1352,DADRI-UTTAR PRADESH,1604,ALIGARH-UTTAR PRADESH,64870000839,,Delhi jaipur road lines,12000,10000,Accept,69292515045919,10000,64870000839,,Delhi jaipur road lines
11-JAN-26,12-JAN-26,10032514001836,1001,CHENNAI SVCHATRAM-TAMILNADU,3301,RUDRAPUR-UTTRAKHAND,10030000181, BHUPENDER TANWAR/RAHUL KUMAR,NAVYA CONTAINER SERVICES,106000,105000,Accept,69292515046027,105000,10030000181, BHUPENDER TANWAR/RAHUL KUMAR,NAVYA CONTAINER SERVICES
11-JAN-26,12-JAN-26,13422514000542,1342,JAMALPUR-HARYANA,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,13000,12000,Accept,69292515045815,12000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
11-JAN-26,12-JAN-26,13282514001448,1328,BINOLA HUB-HARYANA,1701,JAIPUR-RAJASTHAN,64870000839,,Delhi jaipur road lines,15500,15000,Accept,69292515045811,15000,64870000839,,Delhi jaipur road lines
11-JAN-26,11-JAN-26,13382514001069,1338,HODAL HUB HARYANA,4002,PATNA - BIHAR,64870001871,,Varun transport services ,64000,63000,Accept,69292515045825,63000,64870001871,,Varun transport services 
11-JAN-26,11-JAN-26,13082514000453,1308,FARIDABAD-HARYANA,316,UMERGAON-GUJARAT,13900000155,ANADI SHANKAR SHARMA,SHREE SHYAM CARGO CARRIER,36500,36000,Accept,69292515046018,36000,13900000155,ANADI SHANKAR SHARMA,SHREE SHYAM CARGO CARRIER
12-JAN-26,12-JAN-26,24012514000602,2401,NASIK-MAHARASTRA,1001,CHENNAI SVCHATRAM-TAMILNADU,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE,62000,62000,Accept,69292515045993,62000,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE
12-JAN-26,12-JAN-26,17362514000037,1736,PATPARGANJ-DELHI,1351,BAHADURGARH-HARYANA,64870000839,,Delhi jaipur road lines,6500,6500,Accept,69292515046160,6500,64870000839,,Delhi jaipur road lines
12-JAN-26,12-JAN-26,24012514000601,2401,NASIK-MAHARASTRA,1328,BINOLA HUB-HARYANA,64870003747,,jaikam khan,73500,72500,Accept,69292515045990,72500,64870003747,,jaikam khan
12-JAN-26,12-JAN-26,11042514000049,1104,HOSHIARPUR-PUNJAB,529,BIDADI KARNATAKA,64870003499,,DESHRAJ TRANSPORT COMPANY ,92000,92000,Accept,69292515046117,92000,64870003499,,DESHRAJ TRANSPORT COMPANY 
12-JAN-26,12-JAN-26,13092514002084,1360,NARELA-DELHI,1328,BINOLA HUB-HARYANA,64870001211,,Parks logistic,7000,6500,Accept,69292515046246,6500,64870001211,,Parks logistic
12-JAN-26,12-JAN-26,35082514000391,3508,DEWAS-MADHYA PRADESH,850,MALDA WB,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,94500,94000,Accept,69292515045927,94000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
12-JAN-26,12-JAN-26,22162514000005,2216,TALANAGRI,1352,DADRI-UTTAR PRADESH,64870000839,,Delhi jaipur road lines,6000,6000,Accept,69292515046002,6000,64870000839,,Delhi jaipur road lines
12-JAN-26,12-JAN-26,13282514001452,1328,BINOLA HUB-HARYANA,2501,NAGPUR,64870000133,Can Pack Logistics,Can Pack Logistics,52000,48500,Accept,69292515045991,48500,64870000133,Can Pack Logistics,Can Pack Logistics
12-JAN-26,12-JAN-26,13092514002088,1309,KUNDLI BORDER SONIPAT-HARYANA,802,GUWAHATI-ASSAM,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers,134900,130000,Accept,69292515046242,130000,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers
12-JAN-26,12-JAN-26,17012514001208,1701,JAIPUR-RAJASTHAN,2501,NAGPUR,64870000133,Can Pack Logistics,Can Pack Logistics,52000,49000,Accept,69292515046091,49000,64870000133,Can Pack Logistics,Can Pack Logistics
12-JAN-26,12-JAN-26,13862514000229,1386,TATA MOTORS LTD. (PVBU) SPD- GURGOAN,1329,NAGLI POONA-DELHI,64870000839,,Delhi jaipur road lines,8000,7000,Accept,69292515046108,7000,64870000839,,Delhi jaipur road lines
12-JAN-26,12-JAN-26,17122514000128,1712,KHUSKERA-RAJASTHAN,2204,GAJROULLA-UTTAR PRADESH,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,18000,16000,Accept,69292515046231,16000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
12-JAN-26,12-JAN-26,10032514001841,1004,RANIPET CHENNAI-TAMILNADU,512,KADUGUDI WHITEFIELD-KARNATAKA,5040000257,SHUBHAM ROAD CARRIERS,SHUBHAM ROAD CARRIERS,15000,14500,Accept,69292515045955,14500,5040000257,SHUBHAM ROAD CARRIERS,SHUBHAM ROAD CARRIERS
12-JAN-26,12-JAN-26,13092514002091,1309,KUNDLI BORDER SONIPAT-HARYANA,2401,NASIK-MAHARASTRA,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY ,47000,46000,Accept,69292515046232,46000,64870002259,,MAHADEV GOLDEN TRANSPORT COMPANY 
12-JAN-26,13-JAN-26,16012514000992,1601,HYDERABAD-TELANGANA,1607,ZAHEERABAD-TELANGANA,64870001015,Sharma container service,Sharma container service,12000,12000,Accept,69292515046355,12000,64870001015,Sharma container service,Sharma container service
12-JAN-26,13-JAN-26,13082514000456,1308,FARIDABAD-HARYANA,529,BIDADI KARNATAKA,64870002479,A J LOGISTICS,A J LOGISTICS,56000,55000,NOT RES,69292515046164,56000,64870002479,A J LOGISTICS,A J LOGISTICS
12-JAN-26,12-JAN-26,13122514000487,1312,GREATER NOIDA-UTTAR PRADESH,1620,TADA (SRI CITY) -ANDHRA PRADESH.,64870003705,,DIGITAL INDIA LOGISTICS ,82000,80000,Accept,69292515046230,80000,64870003705,,DIGITAL INDIA LOGISTICS 
12-JAN-26,13-JAN-26,13012514000180,1301,OKHLA-DELHI,2205,HARIDWAR-UTTRAKHAND,64870001211,,Parks logistic,14000,13500,Accept,69292515046066,13500,64870001211,,Parks logistic
12-JAN-26,12-JAN-26,4022514000129,402,SURAT-GUJARAT,3508,DEWAS-MADHYA PRADESH,12020000071,,VAPI INDORE ROADLINES,32000,30500,Accept,69292515046216,30500,12020000071,,VAPI INDORE ROADLINES
12-JAN-26,12-JAN-26,61202514002513,4002,PATNA - BIHAR,1801,LUCKNOW-UTTAR PRADESH,64870002932,vinod,Kranti logistics Pvt Ltd,22000,19500,Accept,69292515046139,19500,64870002932,vinod,Kranti logistics Pvt Ltd
12-JAN-26,12-JAN-26,17012514001210,1701,JAIPUR-RAJASTHAN,1709,JODHPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,14000,12500,Accept,69292515046244,12500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
12-JAN-26,12-JAN-26,12022514001729,1202,VAPI-GUJARAT,1607,ZAHEERABAD-TELANGANA,12020000191,JEEN MATA TRANSPORT,JEEN MATA TRANSPORT,53000,52000,Accept,69292515046029,52000,12020000191,JEEN MATA TRANSPORT,JEEN MATA TRANSPORT
12-JAN-26,13-JAN-26,9012514000985,901,COIMBATORE-TAMILNADU,2801,WAGHOLI - MAHARASTRA,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD,25500,25000,Accept,69292515046074,25000,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD
12-JAN-26,12-JAN-26,35012514000636,3501,INDORE-MADHYA PRADESH,1021,ONGOLE-ANDHRAPRADESH,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,77000,75000,Accept,69292515046269,75000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
12-JAN-26,12-JAN-26,13582514000188,1358,KARNAL-HARYANA,1393,KHARKHODA  SONIPAT,64870000839,,Delhi jaipur road lines,7500,7500,Accept,69292515046317,7500,64870000839,,Delhi jaipur road lines
13-JAN-26,13-JAN-26,13332514000545,1333,HISSAR-HARYANA,1607,ZAHEERABAD-TELANGANA,64870002256,Sharma transport Company,Sharma transport Company,92000,86500,Accept,69292515046207,86500,64870002256,Sharma transport Company,Sharma transport Company
13-JAN-26,13-JAN-26,24012514000606,2401,NASIK-MAHARASTRA,511,BANGLORE HUB-KARNATAKA,64870000133,Can Pack Logistics,Can Pack Logistics,65000,61500,Not Accept,69292515046227,61500,64870004307,,SBR CONTAINER NASHIK
13-JAN-26,14-JAN-26,13522514000740,1352,DADRI-UTTAR PRADESH,1601,HYDERABAD-TELANGANA,64870001375,,MH LOGISTICS,72000,70500,Accept,69292515046279,70500,64870001375,,MH LOGISTICS
13-JAN-26,13-JAN-26,21172514002033,2117,MUMBAI HUB-MAHARASTRA,301,AHMEDABAD-GUJARAT,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER,29000,27500,Accept,69292515046508,27500,3010000243,NARENDER SHARMA,JATIN ROAD CARRIER
13-JAN-26,13-JAN-26,21172514002030,2117,MUMBAI HUB-MAHARASTRA,525,NARSAPURA-KARNATAKA,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,59000,58500,Accept,69292515046392,58500,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.
13-JAN-26,13-JAN-26,13522514000736,1352,DADRI-UTTAR PRADESH,201,AURANGABAD WALUJ-MAHARASTRA,64870001375,,MH LOGISTICS,54000,53000,Accept,69292515046211,53000,64870001375,,MH LOGISTICS
13-JAN-26,13-JAN-26,13282514001460,1328,BINOLA HUB-HARYANA,3301,RUDRAPUR-UTTRAKHAND,64870000839,,Delhi jaipur road lines,16000,16000,Accept,69292515046222,16000,64870000839,,Delhi jaipur road lines
13-JAN-26,14-JAN-26,21252514000494,2125,RASYANI-RAIGAD,3001,SALEM-TAMILNADU,2118000001,PARDEEP PANDEY,JAI MAA DURGA LOGISTIC,70000,68000,Accept,69292515046382,68000,2118000001,PARDEEP PANDEY,JAI MAA DURGA LOGISTIC
13-JAN-26,13-JAN-26,21172514002031,2117,MUMBAI HUB-MAHARASTRA,503,BOMMANSANDRA-KARNATAKA,64870004080,,CHOUDHARY FREIGHT CARRIER,60000,58000,Pending,69292515046327,56500,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
13-JAN-26,13-JAN-26,13932514001126,1393,KHARKHODA  SONIPAT,1701,JAIPUR-RAJASTHAN,64870000839,,Delhi jaipur road lines,16000,13500,Accept,69292515046298,13500,64870000839,,Delhi jaipur road lines
13-JAN-26,13-JAN-26,3242514000038,324,VITHALAPUR - GUJARAT,2806,SANASWADI - MAHARASTRA,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE,29000,28000,Accept,69292515046273,28000,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE
13-JAN-26,13-JAN-26,24012514000606,2401,NASIK-MAHARASTRA,511,BANGLORE HUB-KARNATAKA,64870004307,,SBR CONTAINER NASHIK,62900,61500,Accept,69292515046227,61500,64870004307,,SBR CONTAINER NASHIK
13-JAN-26,13-JAN-26,21172514002032,2117,MUMBAI HUB-MAHARASTRA,2856,MAHALUNGE TRANSSHIPMENT,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,23000,22000,Pending,69292515046223,22000,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.
13-JAN-26,13-JAN-26,61202514002528,6697,BHARTI AIRTEL-FARRUK NAGAR,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,13000,12000,Accept,69292515046377,12000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
13-JAN-26,13-JAN-26,61202514002527,6697,BHARTI AIRTEL-FARRUK NAGAR,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,13000,12000,Accept,69292515046396,12000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
13-JAN-26,13-JAN-26,12022514001736,1202,VAPI-GUJARAT,3301,RUDRAPUR-UTTRAKHAND,12020000122,GHT,GUJARAT HIMACHAL TRANSPORT,91987,91000,Accept,69292515046295,91000,12020000122,GHT,GUJARAT HIMACHAL TRANSPORT
13-JAN-26,13-JAN-26,61202514002520,6697,BHARTI AIRTEL-FARRUK NAGAR,2801,WAGHOLI - MAHARASTRA,64870002932,vinod,Kranti logistics Pvt Ltd,41000,40000,Accept,69292515046389,40000,64870002932,vinod,Kranti logistics Pvt Ltd
13-JAN-26,13-JAN-26,13522514000737,1352,DADRI-UTTAR PRADESH,1003,SHOLAVARAM CHENNAI,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY,102000,100000,Accept,69292515046266,100000,13900000001,MANOJ,SUPER INDIA TRANSPORT COMPANY
13-JAN-26,13-JAN-26,21042514000547,2105,BHIWANDI-MAHARASTRA,1609,VIJAYWADA,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED,74000,73000,Accept,69292515046412,73000,64870000927,sanjay yadav,FREIGHT COMMERCE SOLUTIONS PRIVATE LIMITED
13-JAN-26,13-JAN-26,21172514002036,2117,MUMBAI HUB-MAHARASTRA,1607,ZAHEERABAD-TELANGANA,21170000454,shamsuddin pashamiya patel,shamsuddin patel tpt,46000,45000,Accept,69292515046293,45000,21170000454,shamsuddin pashamiya patel,shamsuddin patel tpt
13-JAN-26,13-JAN-26,12022514001732,316,UMERGAON-GUJARAT,1312,GREATER NOIDA-UTTAR PRADESH,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT,46000,44000,Accept,69292515046228,44000,13900000421,LALIT KR.,SHREE KISRHNA TAMPO TRNASPORT
13-JAN-26,13-JAN-26,13612514000070,1361,JHAJJAR-HARYANA,103,AMBALA HUB-HARYANA,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,12000,12000,Accept,69292515046408,12000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
13-JAN-26,13-JAN-26,61202514002518,6697,BHARTI AIRTEL-FARRUK NAGAR,1384,MASURI DASNA UTTAR PRADESH,13900000434,KRISHNA,BABA NAGA TRANSPORT,12000,11000,NOT RES,69292515046219,12000,13900000936,QUICK DIGITAL TECHNOLOGIES PVT. LTD.,QUICK DIGITAL TECHNOLOGIES PVT. LTD.
13-JAN-26,13-JAN-26,12022514001735,1202,VAPI-GUJARAT,809,DHULAGARH HUB KOLKATA,6010000095,JAI LAXMI GOODS CARRIER,JAI LAXMI GOODS CARRIER,120000,118500,Accept,69292515046294,118500,6010000095,JAI LAXMI GOODS CARRIER,JAI LAXMI GOODS CARRIER
13-JAN-26,14-JAN-26,61202514002529,4002,PATNA - BIHAR,1801,LUCKNOW-UTTAR PRADESH,40020000006,RAJESH,ANANYA CARGO MOVERS,16000,15000,Accept,69292515046413,15000,40020000006,RAJESH,ANANYA CARGO MOVERS
13-JAN-26,13-JAN-26,13122514000491,1312,GREATER NOIDA-UTTAR PRADESH,2803,RANJANGAON - MAHARASTRA,35010000124,SIWACH ROADLINES,SIWACH ROADLINES,38000,37000,Accept,69292515046270,37000,35010000124,SIWACH ROADLINES,SIWACH ROADLINES
13-JAN-26,13-JAN-26,61202514002524,6697,BHARTI AIRTEL-FARRUK NAGAR,1701,JAIPUR-RAJASTHAN,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,13000,12000,Accept,69292515046395,12000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
13-JAN-26,13-JAN-26,61202514002517,6697,BHARTI AIRTEL-FARRUK NAGAR,3501,INDORE-MADHYA PRADESH,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,28000,26000,Accept,69292515046236,26000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
13-JAN-26,13-JAN-26,21172514002034,2117,MUMBAI HUB-MAHARASTRA,511,BANGLORE HUB-KARNATAKA,64870004080,,CHOUDHARY FREIGHT CARRIER,60000,58000,Accept,69292515046265,58000,64870004080,,CHOUDHARY FREIGHT CARRIER
13-JAN-26,13-JAN-26,13142514000472,2107,VASHI MUMBAI-MAHARASTRA,1383,SAIDPUR KHARKHODA (SONIPAT),64870004345,,Hiteshu freight carrier ,66000,65000,Accept,69292515046255,65000,64870004345,,Hiteshu freight carrier 
14-JAN-26,14-JAN-26,13092514002100,1309,KUNDLI BORDER SONIPAT-HARYANA,3509,RATLAM-MADHYA PRADESH,64870000839,,Delhi jaipur road lines,32000,28000,Accept,69292515046457,28000,64870000839,,Delhi jaipur road lines
14-JAN-26,05-FEB-26,35082514000399,3508,DEWAS-MADHYA PRADESH,2856,MAHALUNGE TRANSSHIPMENT,64870004740,,Relief road lains Dewas ,12000,11500,Accept,69292515049906,11500,64870004740,,Relief road lains Dewas 
14-JAN-26,15-JAN-26,13122514000496,1312,GREATER NOIDA-UTTAR PRADESH,1001,CHENNAI SVCHATRAM-TAMILNADU,64870002343,KUSHAL,DS INDIA LOGISTICS,87500,83000,Accept,69292515046477,83000,64870002343,KUSHAL,DS INDIA LOGISTICS
14-JAN-26,15-JAN-26,13022514000341,1302,PANIPAT-HARYANA,1393,KHARKHODA  SONIPAT,64870004574,,prince transport co,8000,7000,Accept,69292515046449,7000,64870004574,,prince transport co
14-JAN-26,14-JAN-26,13092514002101,1309,KUNDLI BORDER SONIPAT-HARYANA,1328,BINOLA HUB-HARYANA,64870000839,,Delhi jaipur road lines,7500,7000,Not Accept,,,,,
14-JAN-26,14-JAN-26,12022514001737,1202,VAPI-GUJARAT,301,AHMEDABAD-GUJARAT,64870000767,,Jai Hanuman Transport Corporation,26000,24400,Accept,69292515046613,24400,64870000767,,Jai Hanuman Transport Corporation
14-JAN-26,14-JAN-26,2012514001750,201,AURANGABAD WALUJ-MAHARASTRA,1327,GGN HERO HONDA-HARYANA,64870000133,Can Pack Logistics,Can Pack Logistics,52000,48000,Accept,69292515046497,48000,64870000133,Can Pack Logistics,Can Pack Logistics
14-JAN-26,14-JAN-26,21172514002043,2117,MUMBAI HUB-MAHARASTRA,3001,SALEM-TAMILNADU,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD,73000,72000,Accept,69292515046393,72000,64870001154,TRUCKCENTRAL SOLUTIONS PVT LTD,TRUCKCENTRAL SOLUTIONS PVT LTD
14-JAN-26,14-JAN-26,13122514000494,1312,GREATER NOIDA-UTTAR PRADESH,1620,TADA (SRI CITY) -ANDHRA PRADESH.,64870003705,,DIGITAL INDIA LOGISTICS ,82000,80000,Accept,69292515046383,80000,64870003705,,DIGITAL INDIA LOGISTICS 
14-JAN-26,14-JAN-26,13122514000495,1312,GREATER NOIDA-UTTAR PRADESH,1601,HYDERABAD-TELANGANA,64870003903,punia movers,punia movers,51000,50000,Accept,69292515046360,50000,64870003903,punia movers,punia movers
14-JAN-26,14-JAN-26,13332514000548,1333,HISSAR-HARYANA,2112,TALOJA MUMBAI-MAHARASTRA,64870002256,Sharma transport Company,Sharma transport Company,68000,65000,Accept,69292515046479,65000,64870002256,Sharma transport Company,Sharma transport Company
14-JAN-26,14-JAN-26,13522514000741,1352,DADRI-UTTAR PRADESH,814,DANKUNI KOLKATA-WEST BANGAL,64870001678,,TIMESECURE LOGISTICS,84500,84500,Accept,69292515046365,84500,64870001678,,TIMESECURE LOGISTICS
14-JAN-26,14-JAN-26,3012514000929,301,AHMEDABAD-GUJARAT,2856,MAHALUNGE TRANSSHIPMENT,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE,25000,24000,Accept,69292515046306,24000,28020000234,VIKAS SHARMA,SALASAR ROADWAYS PUNE
14-JAN-26,15-JAN-26,13092514002105,1309,KUNDLI BORDER SONIPAT-HARYANA,1393,KHARKHODA  SONIPAT,64870000839,,Delhi jaipur road lines,7000,6500,Accept,69292515046513,6500,64870000839,,Delhi jaipur road lines
14-JAN-26,14-JAN-26,24012514000609,2401,NASIK-MAHARASTRA,529,BIDADI KARNATAKA,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE,63000,62000,Accept,69292515046397,62000,64870002070,SANDEEP KUMAR,QUICK CONTAINER SERVICE
14-JAN-26,14-JAN-26,17012514001215,1701,JAIPUR-RAJASTHAN,1920,LUDHIANA HUB,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,25000,23000,Accept,69292515046585,23000,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
14-JAN-26,14-JAN-26,17362514000041,1736,PATPARGANJ-DELHI,1299,DELHI 107 NO,64870000839,,Delhi jaipur road lines,5000,4500,Accept,69292515046448,4500,64870000839,,Delhi jaipur road lines
14-JAN-26,14-JAN-26,13582514000189,1358,KARNAL-HARYANA,1393,KHARKHODA  SONIPAT,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,9000,7500,Accept,69292515046463,7500,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER
14-JAN-26,14-JAN-26,13082514000459,1308,FARIDABAD-HARYANA,529,BIDADI KARNATAKA,64870001725,,DEVILAL ,57000,56000,Accept,69292515046571,56000,64870001725,,DEVILAL 
15-JAN-26,15-JAN-26,14202514000032,1393,KHARKHODA  SONIPAT,802,GUWAHATI-ASSAM,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers,131900,130000,Accept,69292515046511,130000,64870000054,Delhi Madras Road Carriers,Delhi Madras Road Carriers
15-JAN-26,15-JAN-26,13862514000231,1386,TATA MOTORS LTD. (PVBU) SPD- GURGOAN,1706,ALWAR-RAJASTHAN,64870004308,MURTILOGISTICSTRANSPORTSERVICE,MURTILOGISTICSTRANSPORTSERVICE,13000,12000,Accept,,,,,
15-JAN-26,15-JAN-26,13522514000744,1352,DADRI-UTTAR PRADESH,3508,DEWAS-MADHYA PRADESH,64870000839,,Delhi jaipur road lines,31000,27500,Accept,69292515046502,27500,64870000839,,Delhi jaipur road lines
15-JAN-26,15-JAN-26,13092514002111,1309,KUNDLI BORDER SONIPAT-HARYANA,533,BIJAPUR-KARNATAKA,64870003202,,Indoria Roadways ,62000,60000,Accept,69292515046601,60000,64870003202,,Indoria Roadways 
15-JAN-26,15-JAN-26,10032514001867,1003,SHOLAVARAM CHENNAI,3001,SALEM-TAMILNADU,64870004559,,New Tirupati Road Line ,18000,17000,Accept,69292515046687,17000,64870004559,,New Tirupati Road Line 
15-JAN-26,15-JAN-26,60622514000476,6062,RAJPURA-AIRTEL GSM,5404,AMBALA CANTT BC,13900001039,S.K. FREIGHT CARRIER,S.K. FREIGHT CARRIER,6500,6000,NOT RES,69292515046575,6000,64870000003,NEW PUBLIC CANTER SOCIETY,NEW PUBLIC CANTER SOCIETY
15-JAN-26,15-JAN-26,35082514000404,3508,DEWAS-MADHYA PRADESH,2832,PHALTHAN-MAHARASTRA,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES,28000,28000,Accept,69292515046718,28000,35010000128,SHREE DHAN ROADLINES,SHREE DHAN ROADLINES
